판매처,카테고리 대,카테고리 중,카테고리 소,상품명,상품가격,상품번호,제조사/수입자,제조국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[질스튜어트뉴욕 우먼][20SS]JSDR0B640IV  아이보리 스트랩 실크 반팔원피스 ,"343,998원",1000050909612,질스튜어트뉴욕 우먼/판매자 문의,상세설명참조
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,[시에로] 플라워 자수 소재 셔링 포인트원피스 SF3OPF358 (P001046126),"143,520원",1000049575213,마리오쇼핑주식회사/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[soos] 데님 카라 민소매 롱원피스_S202BOP671-BL,"17,664원",1000065313749,주식회사 스튜머스/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,니트원피스,여자니까 플리츠 니트원피스,"16,292원",1000044529499,(주)엠앤리치/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,모직원피스,[레코브] 후드짚업 린넨 원피스(LU41060P0023),"29,003원",1000065738863,명:(주)아이디 조이/명:(주)아이디 조이,상세설명참조
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,파사드OP B0C8O623,"110,813원",1000052773704,(주)모다이노칩 대구점/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,허리 밴딩 프릴 디테일 쉬폰 원피스 (TXOAE2528),"65,396원",1000062006765,(주) 신원/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,배색 반팔 롱 원피스 ENOW12491N,"112,617원",1000066683513,㈜이앤씨 월드/㈜이앤씨 월드,베트남
SSG.COM,여성브랜드패션,원피스,롱원피스,THE IZZAT COLLECTION［아이잗컬렉션 ］ 스트라이프 A라인  원피스 CL5E0OP53,"143,200원",1000066637815,주)바바패션/주)바바패션,중국
SSG.COM,여성브랜드패션,원피스,민소매 원피스,셀프웨딩 머메이드 오프숄더 실크 드레스 웨딩 롱 원피스 (5084085),"53,808원",1000044218932,(주)셀러허브/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,알토 NC02 셔츠형 원피스 ALOW21323 (6588182),"23,434원",1000066138271,(주)셀러허브/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,면/저지원피스,스퀘어넥 플레어 롱 원피스 7250337007260,"139,000원",1000050803086,신세계인터내셔날/신세계인터내셔날,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[Thursday Island] 여성 허리 스모킹 페이즐리 끈나시 원피스 (T194MOP237W),"53,069원",1000065153243,주식회사 위즈원/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,텐셀데님원피스(M202OP28),"125,370원",1000049441401,모노크롬/해당사항없음/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,벨티드정장원피스(J211XSE004),"271,150원",1000059440007,(주)대현/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,롱원피스,COLLAR DRESS_TT1S601NY,"109,500원",1000064560297,(주)아우라유/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,면/저지원피스,PM2WO961 빅카라 주름 원피스,"86,688원",1000065578781,(주)모다이노칩 대전점/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,롱원피스,[케네스레이디] (E598) 웨스트 D링벨트 플리츠 원피스 (EWOPKH0200),"70,395원",1000068011031,(주)라인바이린/(주)라인바이린,중국
SSG.COM,여성브랜드패션,원피스,면/저지원피스,[로엠] WY 체크 원피스 - RMOW926RQ6_40,"17,184원",1000065913515,(주)인터파크/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,롱원피스,온앤오프 루즈핏 롱 원피스(ops1127),"14,045원",1000049898379,드레스날다/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,모직원피스,T204MOP247(튜닉 인디고 데님 원피스),"95,482원",1000069515719,(주)모다이노칩 대구점/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,튜닉형/튜브형 원피스,벨벳 짜임 니트 원피스 JC19450303199,"279,000원",1000049751148,신세계인터내셔날/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,CL3E0OP31(모모 원피스),"119,200원",1000060307442,(주) 바바패션/(주) 바바패션,중국
SSG.COM,여성브랜드패션,원피스,민소매 원피스,[로엠] WY 라비앙 뷔스티에 원피스 - RMOW925Y17_59,"11,424원",1000065913500,(주)인터파크/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[Thursday Island] 여성 가슴 프릴단 끈나시 원피스(T194MOP268W),"89,146원",1000065154899,주식회사 위즈원/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,스트라이프 돌먼 슬리브 원피스(OP-4984),"46,379원",1000048411278,(주)바이와이제이/(주)바이와이제이,중국
